town_code,tariff_hub,ops_branch,town_name,province,town_type,town_type_abbr,remote_km,servicing_town,service_code,location,sla_facility,zone
KOI,CPT,VDR,KORINGBERG,Western Cape,Outlying,O,36,MRB,OR,LOC,Outlying Adhoc,3
KOR,GRJ,CPT,KORINGPLAAS,Western Cape,Outlying,O,309,LAI,OR,LOC,Outlying Adhoc,8
KOS,KPR,RTR,KOSTER,North West,Outlying,O,103,RTR,OR,LOC,Outlying Bi-weekly,2
KOT,CPT,UTN,KOTZEHOOP,Western Cape,Outlying,O,255,SPU,OR,LOC,Outlying Adhoc,9
KTZ,CPT,VDR,KOTZESRUS,Northern Cape,Outlying,O,228,VRE,OR,LOC,Outlying Adhoc,8
KBV,CPT,CPT,KOUE BOKKEVELD,Western Cape,Outlying,O,88,CER,OR,LOC,Outlying Bi-weekly,5
KBV,CPT,CPT,KOUEBOKKEVELD,Western Cape,Outlying,O,88,CER,OR,LOC,Outlying Bi-weekly,5
KOU,BFN,BFN,KOUKRAAL,Free State,Outlying,O,85,AWL,OR,LOC,Outlying Adhoc,5
KUP,GRJ,GRJ,KOUP,Western Cape,Outlying,O,271,LAI,OR,LOC,Outlying Adhoc,6
KUT,GRJ,GRJ,KOUTJIE,Western Cape,Outlying,O,89,OUH,OR,LOC,Outlying Adhoc,3
KRD,GRJ,GRJ,KRAALDORINGS,Western Cape,Outlying,O,120,LAI,OR,LOC,Outlying Adhoc,4
KKL,KIM,KIM,KRAANKUIL,Northern Cape,Outlying,O,64,HPT,OR,LOC,Outlying Adhoc,5
KNN,NCS,BEM,KRANSFONTEIN,Free State,Outlying,O,56,BOH,OR,LOC,Outlying Adhoc,2
KZK,PZB,DUR,KRANSKOP,KwaZulu-Natal,Outlying,O,72,GTN,OR,LOC,Outlying Bi-weekly,5
KRI,WIR,WIR,KRIEL,Mpumalanga,Regional,R,NULL,WIR,RM,LOC,Regional Daily,2
KRO,KPR,KPR,KROONSTAD,Free State,Regional,R,NULL,KPR,RM,LOC,Regional Daily,4
KRQ,BFN,BFN,KRUGERS,Free State,Outlying,O,204,BFN,OM,LOC,Outlying Adhoc,4
KGP,NLP,NLP,KRUGERSPOS,Mpumalanga,Outlying,O,51,LDR,OR,LOC,Outlying Bi-weekly,4
KDN,GRJ,GRJ,KRUIDFONTEIN,Western Cape,Outlying,O,170,BFU,OR,LOC,Outlying Adhoc,3
KFO,PLZ,PLZ,KRUISFONTEIN,Eastern Cape,Outlying,O,11,HDR,OR,LOC,Outlying Adhoc,4
KIE,GRJ,CPT,KRUISRIVIER,Western Cape,Outlying,O,69,RDS,OR,LOC,Outlying Adhoc,4
KUM,ELS,BFN,KU-MAYIMA,Eastern Cape,Outlying,O,196,UTT,OR,LOC,Outlying Adhoc,9
KHB,CPT,UTN,KUBOES,Northern Cape,Outlying,O,415,SPU,OR,LOC,Outlying Adhoc,10
KUR,KIM,KIM,KURUMAN,Northern Cape,Regional,R,NULL,KIM,RM,LOC,Regional Daily,6
KMB,EMG,EMG,KWA MBONAMBI,KwaZulu-Natal,Outlying,O,44,RBY,OS,LOC,Outlying Bi-weekly,2
KHU,DUR,DUR,KWA-MASHU,KwaZulu-Natal,Main (Suburb),S,NULL,DUR,SM,LOC,Hub,1
KWA,ELS,ELS,KWA-PITA,Eastern Cape,Outlying,O,101,KWT,OR,LOC,Outlying Adhoc,4
KHM,JNB,JNB,KWA-THEMA,Gauteng,Main (Suburb),S,NULL,JNB,SM,LOC,Hub,1
KWG,WIR,WIR,KWAGGASKOP,Mpumalanga,Outlying,O,133,DLR,OR,LOC,Outlying Bi-weekly,4
KLA,PTA,JNB,KWAMHLANGA,Mpumalanga,Regional,R,NULL,PTA,RM,LOC,Regional Daily,4
KWN,EMG,EMG,KWANGWANASE,KwaZulu-Natal,Outlying,O,0,EGG,OR,LOC,Outlying Adhoc,7
KWS,PZB,DUR,KWASIZABANTU MISSION,KwaZulu-Natal,Outlying,O,92,GTN,OR,LOC,Outlying Adhoc,4
LCT,PTG,PTG,LA COTTE,Limpopo,Outlying,O,62,LET,OR,LOC,Outlying Adhoc,5
LPK,CPT,VDR,LAAIPLEK,Western Cape,Outlying,O,7,VLF,OR,LOC,Outlying Adhoc,1
LAI,GRJ,GRJ,LADISMITH (WC),Western Cape,Regional,R,NULL,GRJ,RM,LOC,Regional Daily,8
LAF,ELS,ELS,LADY FRERE,Eastern Cape,Outlying,O,73,QQD,OR,LOC,Outlying Bi-weekly,6
LDG,BFN,BFN,LADY GREY,Eastern Cape,Outlying,O,107,AWL,OR,LOC,Outlying Bi-weekly,7
LBR,BFN,BFN,LADYBRAND,Free State,Regional,R,NULL,BFN,RM,LOC,Regional Daily,4
LAY,NCS,NCS,LADYSMITH (KZN),KwaZulu-Natal,Regional,R,NULL,NCS,RM,LOC,Regional Daily,4
LSD,WIR,WIR,LAERSDRIF,Mpumalanga,Outlying,O,132,DLR,OR,LOC,Outlying Adhoc,4
LAG,CPT,CPT,LAGULHAS,Western Cape,Outlying,O,73,BDD,OR,LOC,Outlying Adhoc,6
LAH,PZB,BFN,LAHLANGUBO,Eastern Cape,Outlying,O,165,MTL,OR,LOC,Outlying Adhoc,4
LGR,GRJ,CPT,LAINGSBURG,Western Cape,Outlying,O,192,LAI,OR,LOC,Outlying Bi-weekly,7
LAM,CPT,VDR,LAMBERTS BAY,Western Cape,Outlying,O,120,VRE,OR,LOC,Outlying Bi-weekly,4
LMK,WIR,WIR,LAMMERKOP,Mpumalanga,Outlying,O,42,DLR,OR,LOC,Outlying Adhoc,2
LDP,CPT,VDR,LANDPLAAS,Western Cape,Outlying,O,105,VRE,OR,LOC,Outlying Adhoc,7
LGB,GRJ,CPT,LANGBERG,Western Cape,Outlying,O,113,RDS,OR,LOC,Outlying Adhoc,8
LAN,ELS,ELS,LANGDON,Eastern Cape,Outlying,O,130,UTT,OR,LOC,Outlying Adhoc,3
LGN,CPT,VDR,LANGEBAAN,Western Cape,Regional,R,NULL,CPT,RM,LOC,Regional Daily,1
LGH,KPR,KPR,LANGEHORN,North West,Outlying,O,165,VRU,OR,LOC,Outlying Adhoc,7
LGM,PLZ,ELS,LANGHOLM,Eastern Cape,Outlying,O,56,PAF,OR,LOC,Outlying Adhoc,5
LAT,NCS,NCS,LATEMANEK,Mpumalanga,Outlying,O,50,VRR,OR,LOC,Outlying Adhoc,3
LYM,NCS,NCS,LAYUMISA,KwaZulu-Natal,Outlying,O,509,NCS,OM,LOC,Outlying Adhoc,0
LDM,KPR,RTR,LEAD MINE,North West,Outlying,O,111,ZST,OR,LOC,Outlying Adhoc,4
LND,WIR,WIR,LEANDRA,Mpumalanga,Regional,R,NULL,WIR,RM,LOC,Regional Bi-weekly,3
LEB,PTG,PTG,LEBOWAKGOMO,Limpopo,Regional,R,NULL,PTG,RM,LOC,Regional Daily,2
LGU,GRJ,GRJ,LEEU-GAMKA,Western Cape,Outlying,O,152,BFU,OR,LOC,Outlying Bi-weekly,5
LDS,KPR,KPR,LEEUDORINGSTAD,North West,Regional,R,NULL,KPR,RM,LOC,Regional Bi-weekly,3
LEP,PTA,RTR,LEEUPOORT,Limpopo,Outlying,O,114,NRR,OR,LOC,Outlying Adhoc,4
LEG,PTG,PTG,LEGKRAAL,Limpopo,Outlying,O,91,BOC,OR,LOC,Outlying Adhoc,3
LEH,PZB,PSH,LEHLOHONOLO,Eastern Cape,Outlying,O,45,MTL,OR,LOC,Outlying Bi-weekly,6
LHR,KPR,RTR,LEHURUTSHE,North West,Outlying,O,31,ZST,OR,LOC,Outlying Bi-weekly,5
LPV,CPT,VDR,LEIPOLDTVILLE,Western Cape,Outlying,O,99,CWM,OR,LOC,Outlying Adhoc,4
LEK,ELS,ELS,LEKFONTEIN,Eastern Cape,Outlying,O,132,GHO,OR,LOC,Outlying Adhoc,4
LKS,CPT,UTN,LEKKERSING,Northern Cape,Outlying,O,274,SPU,OR,LOC,Outlying Adhoc,10
LEM,GRJ,GRJ,LEMOENSHOEK,Western Cape,Outlying,O,122,SWD,OR,LOC,Outlying Adhoc,5
ELL,PTG,PTG,LEPHALALE,Limpopo,Regional,R,NULL,PTG,RM,LOC,Regional Daily,6
LBE,MSU,MSU,LERIBE,NULL,Outlying,O,168,MSU,OM,BLNS,Outlying Adhoc,10
LEW,PTG,PTG,LESHWANE,Limpopo,Outlying,O,12,MKW,OR,LOC,Outlying Bi-weekly,2
LES,WIR,WIR,LESLIE,Mpumalanga,Regional,R,NULL,WIR,RM,LOC,Regional Bi-weekly,3
OLS,MSU,MSU,LESOTHO OTHER,NULL,Outlying,O,200,MSU,OM,BLNS,Outlying Adhoc,10
LTA,PTG,PTG,LETABA,Limpopo,Outlying,O,30,LET,OR,LOC,Outlying Bi-weekly,4
LTB,GRJ,GRJ,LETJIESBOS,Western Cape,Outlying,O,83,BFU,OR,LOC,Outlying Adhoc,6
LET,PTG,PTG,LETSITELE,Limpopo,Regional,R,NULL,PTG,RM,LOC,Regional Daily,4
LEV,PTG,PTG,LEVUBU,Limpopo,Outlying,O,61,THO,OR,LOC,Outlying Bi-weekly,4
LEY,PTG,PTG,LEYDSDORP,Limpopo,Outlying,O,60,LET,OR,LOC,Outlying Adhoc,5
LIB,VDB,BEM,LIBERTAS,Free State,Outlying,O,40,SEN,OR,LOC,Outlying Adhoc,3
LBD,ELS,ELS,LIBODE,Eastern Cape,Outlying,O,57,UTT,OR,LOC,Outlying Bi-weekly,1
LTX,KPR,KPR,LICHTENBURG,North West,Regional,R,NULL,KPR,RM,LOC,Regional Daily,4
LID,ELS,CDO,LIDDLETON,Eastern Cape,Outlying,O,210,GHO,OR,LOC,Outlying Adhoc,5
LMB,PTG,PTG,LIMBURG,Limpopo,Outlying,O,95,PTR,OR,LOC,Outlying Adhoc,3
LAC,KIM,KIM,LIME ACRES,Northern Cape,Outlying,O,99,PMG,OR,LOC,Outlying Bi-weekly,5
LNR,VDB,BEM,LINDLEY,Free State,Outlying,O,114,BEM,OR,LOC,Outlying Bi-weekly,2
LSP,PTA,RTR,LINDLEYSPOORT,North West,Outlying,O,133,RTR,OR,LOC,Outlying Adhoc,3
LSE,GBE,GBE,LOBATSE,NULL,Outlying,O,156,GBE,OM,BLNS,Outlying Adhoc,10
LOC,NLP,NLP,LOCHIEL,Mpumalanga,Outlying,O,198,EML,OR,LOC,Outlying Bi-weekly,5
LRE,PLZ,PLZ,LOERIE,Eastern Cape,Regional,R,NULL,PLZ,RM,LOC,Regional Bi-weekly,3
LFT,CPT,UTN,LOERIESFONTEIN,Northern Cape,Outlying,O,272,VRE,OR,LOC,Outlying Bi-weekly,8
LFR,BFN,BFN,LOFTER,Free State,Outlying,O,261,BFN,OM,LOC,Outlying Adhoc,4
LHA,KIM,UTN,LOHATLHA,Northern Cape,Outlying,O,74,PMG,OR,LOC,Outlying Adhoc,6
LOL,KPR,KPR,LOLWANE,North West,Outlying,O,455,LTX,OR,LOC,Outlying Adhoc,0
LMV,KIM,KIM,LONGANENG,North West,Outlying,O,49,HWA,OR,LOC,Outlying Adhoc,5
LGL,KIM,KIM,LONGLANDS,Northern Cape,Outlying,O,42,BKY,OR,LOC,Outlying Adhoc,3
LSS,KIM,KIM,LOSASANENG,North West,Outlying,O,104,JKP,OR,LOC,Outlying Bi-weekly,4
LLV,KIM,KIM,LOSELONG,North West,Outlying,O,111,HWA,OR,LOC,Outlying Adhoc,5
LKP,PZB,DUR,LOSKOP,KwaZulu-Natal,Outlying,O,48,WNO,OR,LOC,Outlying Adhoc,5
LTR,WIR,WIR,LOTHAIR,Mpumalanga,Outlying,O,103,EML,OR,LOC,Outlying Bi-weekly,5
LOT,KPR,KPR,LOTLHAKANE,North West,Outlying,O,39,MEI,OR,LOC,Outlying Adhoc,7
LTT,PTG,PTG,LOUIS TRICHARDT,Limpopo,Regional,R,NULL,PTG,RM,LOC,Regional Daily,4
LSV,KIM,UTN,LOUISVALE,Northern Cape,Outlying,O,33,UTN,OR,LOC,Outlying Adhoc,1
LUV,GRJ,PLZ,LOUTERWATER,Eastern Cape,Outlying,O,147,PLE,OR,LOC,Outlying Bi-weekly,6
LUW,KIM,KPR,LOUWNA,North West,Outlying,O,133,VRU,OR,LOC,Outlying Bi-weekly,7
LUB,NCS,NCS,LOUWSBURG,KwaZulu-Natal,Outlying,O,129,VYD,OR,LOC,Outlying Adhoc,5
LKG,KIM,UTN,LOWER DIKGATLHONG,Northern Cape,Outlying,O,138,KUR,OR,LOC,Outlying Adhoc,8
LWL,PZB,DUR,LOWER LOTENI,KwaZulu-Natal,Outlying,O,75,UBR,OR,LOC,Outlying Adhoc,5
LMJ,KIM,KIM,LOWER MAYEAKGORO,North West,Outlying,O,38,HWA,OR,LOC,Outlying Adhoc,4
LOP,PZB,BFN,LOWER PITSENG,Eastern Cape,Outlying,O,208,MTL,OR,LOC,Outlying Adhoc,9
LXN,GRJ,KIM,LOXTON,Northern Cape,Outlying,O,228,BFU,OR,LOC,Outlying Adhoc,9
LKF,KIM,KIM,LUCKHOFF,Free State,Outlying,O,157,HPT,OR,LOC,Outlying Bi-weekly,4
LUD,WDH,WDH,LUDERITZ,NULL,Outlying,O,800,WDH,OM,BLNS,Outlying Adhoc,10
LUF,ELS,BFN,LUFUTA,Eastern Cape,Outlying,O,172,QQD,OR,LOC,Outlying Adhoc,9
ELU,NLP,NLP,LUKWATINI,Limpopo,Outlying,O,174,BNR,OR,LOC,Outlying Bi-weekly,4
LDN,BFN,BFN,LUNDINS NEK,Eastern Cape,Outlying,O,296,AWL,OR,LOC,Outlying Adhoc,7
LSK,PZB,ELS,LUSIKISIKI,Eastern Cape,Regional,R,NULL,PZB,RM,LOC,Regional Daily,4
LTG,GRJ,GRJ,LUTTIG,Western Cape,Outlying,O,111,BFU,OR,LOC,Outlying Adhoc,6
LZL,CPT,VDR,LUTZVILLE,Western Cape,Outlying,O,46,VRE,OR,LOC,Outlying Bi-weekly,6
LDR,NLP,NLP,LYDENBURG,Mpumalanga,Regional,R,NULL,NLP,RM,LOC,Regional Daily,3
LYK,KIM,KIM,LYKSO,North West,Outlying,O,140,VRU,OR,LOC,Outlying Adhoc,6
MAH,PTA,RTR,MAANHAARRAND,North West,Outlying,O,86,RTR,OR,LOC,Outlying Adhoc,2
MRT,NLP,NLP,MAARTENSHOOP,Mpumalanga,Outlying,O,84,LDR,OR,LOC,Outlying Adhoc,4
MST,PTG,PTG,MAASSTROOM,Limpopo,Outlying,O,262,BOC,OR,LOC,Outlying Adhoc,6
MBL,PTA,RTR,MABAALSTAD,North West,Outlying,O,165,RTR,OR,LOC,Outlying Adhoc,3
MAB,PTA,RTR,MABESKRAAL,North West,Outlying,O,138,NRR,OR,LOC,Outlying Bi-weekly,3
MBP,PTA,JNB,MABOPANE,North West,Regional,R,NULL,PTA,RM,LOC,Regional Daily,2
MBU,PTA,RTR,MABULA,Limpopo,Outlying,O,77,WSR,OR,LOC,Outlying Adhoc,6
MHR,NLP,NLP,MACHADODORP,Mpumalanga,Outlying,O,146,LDR,OR,LOC,Outlying Bi-weekly,4
MAC,ELS,ELS,MACLEANTOWN,Eastern Cape,Outlying,O,48,FJN,OS,LOC,Outlying Adhoc,2
MCR,ELS,ELS,MACLEAR,Eastern Cape,Outlying,O,198,UTT,OR,LOC,Outlying Bi-weekly,4
MDD,NCS,NCS,MADADENI,KwaZulu-Natal,Regional,R,NULL,NCS,RM,LOC,Regional Daily,4
MDG,KPR,KPR,MADIAKGAMA,North West,Outlying,O,203,VRU,OR,LOC,Outlying Adhoc,7
MBO,KPR,KPR,MADIBOGO,North West,Outlying,O,82,DLV,OR,LOC,Outlying Bi-weekly,5
MDE,PTA,RTR,MADIKWE,North West,Outlying,O,210,ZST,OR,LOC,Outlying Bi-weekly,4
MPL,KIM,KIM,MADIPELESA,Northern Cape,Outlying,O,117,JKP,OR,LOC,Outlying Adhoc,4
MNG,MSU,MSU,MAFETENG,NULL,Outlying,O,140,MSU,OM,BLNS,Outlying Adhoc,10
MEI,KPR,KPR,MAFIKENG,North West,Regional,R,NULL,KPR,RM,LOC,Regional Daily,5
MAF,PZB,PSH,MAFUBE,Eastern Cape,Outlying,O,40,MTL,OR,LOC,Outlying Adhoc,6
MGS,PTA,RTR,MAGALIESBURG,Gauteng,Outlying,O,68,RDF,OR,LOC,Outlying Bi-weekly,2
MGN,KIM,KIM,MAGANENG,North West,Outlying,O,105,VRU,OR,LOC,Outlying Adhoc,5
MAG,EMG,EMG,MAGUDU,KwaZulu-Natal,Outlying,O,46,PGL,OR,LOC,Outlying Bi-weekly,4
MGH,PZB,PSH,MAGUSHENI,Eastern Cape,Outlying,O,65,FLG,OR,LOC,Outlying Adhoc,4
MYE,GBE,GBE,MAHALAPYE,NULL,Outlying,O,458,GBE,OM,BLNS,Outlying Adhoc,10
OBP,NLP,NCS,MAHAMBA BORDER POST,Mpumalanga,Outlying,O,171,BNR,OR,LOC,Outlying Adhoc,0
MHB,EMG,EMG,MAHLABATINI,KwaZulu-Natal,Outlying,O,33,ULD,OR,LOC,Outlying Bi-weekly,4
MHG,EMG,EMG,MAHLANGASI,KwaZulu-Natal,Outlying,O,61,PGL,OR,LOC,Outlying Adhoc,5
MWL,PTG,PTG,MAHWELERENG,Limpopo,Outlying,O,12,PTR,OR,LOC,Outlying Bi-weekly,3
MZF,WIR,WIR,MAIZEFIELD,Mpumalanga,Outlying,O,48,BXL,OR,LOC,Outlying Adhoc,4
MJP,NCS,NCS,MAJUBA POWER STATION,Mpumalanga,Outlying,O,78,VRR,OR,LOC,Outlying Adhoc,4
LTT,PTG,PTG,MAKHADO,Limpopo,Regional,R,NULL,PTG,RM,LOC,Regional Daily,4
AFB,PTG,PTG,MAKHADO AIR FORCE BASE,Limpopo,Outlying,O,53,LTT,OR,LOC,Outlying Adhoc,4
MKK,KPR,KPR,MAKOKSKRAAL,North West,Outlying,O,45,VSD,OR,LOC,Outlying Adhoc,3
MKO,PTG,PTG,MAKONDE,Limpopo,Outlying,O,45,THO,OR,LOC,Outlying Bi-weekly,5
MAQ,KPR,KPR,MAKWASSIE,North West,Outlying,O,29,WMD,OR,LOC,Outlying Bi-weekly,4
MLT,PTG,WIR,MALAITA,Limpopo,Outlying,O,56,JFH,OR,LOC,Outlying Adhoc,5
MER,NLP,NLP,MALALANE,Mpumalanga,Regional,R,NULL,NLP,RM,LOC,Regional Daily,3
MLM,PTG,PTG,MALAMULELE,Limpopo,Outlying,O,55,THO,OR,LOC,Outlying Bi-weekly,5
MER,NLP,NLP,MALELANE,Mpumalanga,Regional,R,NULL,NLP,RM,LOC,Regional Daily,3
MLS,WIR,WIR,MALEOSKOP,Mpumalanga,Outlying,O,42,GRO,OR,LOC,Outlying Adhoc,4
MBY,CPT,CPT,MALMESBURY,Western Cape,Regional,R,NULL,CPT,RM,LOC,Regional Daily,3
MLH,WDH,WDH,MALTAHOHE,NULL,Outlying,O,580,WDH,OM,BLNS,Outlying Adhoc,10
MAM,PTG,PTG,MAMAILA,Limpopo,Outlying,O,124,LTT,OR,LOC,Outlying Bi-weekly,4
MMD,CPT,CPT,MAMRE,Western Cape,Outlying,O,13,ALS,OR,LOC,Outlying Adhoc,2
MWI,EMG,DUR,MANDINI,KwaZulu-Natal,Regional,R,NULL,EMG,RM,LOC,Regional Daily,4
MNI,NCS,NCS,MANGENI,KwaZulu-Natal,Outlying,O,71,NQT,OR,LOC,Outlying Adhoc,4
MKW,PTG,PTG,MANKWENG,Limpopo,Regional,R,NULL,PTG,RM,LOC,Regional Bi-weekly,1
MKV,KIM,KIM,MANOKWANE,North West,Outlying,O,66,HWA,OR,LOC,Outlying Adhoc,5
MSF,KPR,KPR,MANSFIELD,North West,Outlying,O,168,VRU,OR,LOC,Outlying Adhoc,2
MNH,KIM,KIM,MANTHESTAD,North West,Outlying,O,73,HWA,OR,LOC,Outlying Adhoc,5
MNB,ELS,ELS,MANUBI,Eastern Cape,Outlying,O,115,BWH,OR,LOC,Outlying Adhoc,5
MTS,MTS,MTS,MANZINI,NULL,Main,M,NULL,MTS,MM,BLNS,Branch,4
MAP,PTG,PTG,MAPELA,Limpopo,Outlying,O,68,PTR,OR,LOC,Outlying Bi-weekly,3
MAO,MSU,MSU,MAPOTENG,NULL,Regional,R,NULL,MSU,RM,BLNS,Regional Daily,10
MPU,PZB,DUR,MAPUMULO,KwaZulu-Natal,Outlying,O,69,SAE,OR,LOC,Outlying Bi-weekly,2
MOE,MSU,MSU,MAPUTSOE,NULL,Outlying,O,144,MSU,OM,BLNS,Outlying Adhoc,10
MRM,PTG,PTG,MARA,Limpopo,Outlying,O,55,LTT,OR,LOC,Outlying Adhoc,4
MRP,PTG,PTG,MARAPONG,Limpopo,Outlying,O,34,ELL,OR,LOC,Outlying Bi-weekly,3
MBH,WIR,WIR,MARBLE HALL,Mpumalanga,Regional,R,NULL,WIR,RM,LOC,Regional Daily,4
MCH,KIM,UTN,MARCHAND,Northern Cape,Outlying,O,27,KAA,OR,LOC,Outlying Bi-weekly,4
MNE,KPR,KPR,MAREETSANE,North West,Outlying,O,94,MEI,OR,LOC,Outlying Bi-weekly,5
MAR,DUR,PSH,MARGATE,KwaZulu-Natal,Regional,R,NULL,DUR,RM,LOC,Regional Daily,1
MAL,WDH,WDH,MARIENTAL,NULL,Outlying,O,200,WDH,OM,BLNS,Outlying Adhoc,10
MAK,PTA,RTR,MARIKANA,North West,Outlying,O,53,RTR,OR,LOC,Outlying Bi-weekly,1
MRI,NLP,NLP,MARITE,Limpopo,Outlying,O,23,HZY,OR,LOC,Outlying Bi-weekly,3
MKN,PTG,PTG,MARKEN,Limpopo,Outlying,O,146,ELL,OR,LOC,Outlying Bi-weekly,4
MKR,KIM,UTN,MARKRAMSDRAAI,Northern Cape,Outlying,O,104,KAT,OR,LOC,Outlying Adhoc,6
MRL,NLP,NLP,MARLOTH PARK,Mpumalanga,Outlying,O,44,KTR,OR,LOC,Outlying Adhoc,4
MAZ,PTG,PTG,MARNITZ,Limpopo,Outlying,O,185,ELL,OR,LOC,Outlying Adhoc,5
MRO,PTG,RTR,MARONG,Limpopo,Outlying,O,103,ELL,OR,LOC,Outlying Adhoc,6
MRQ,BFN,BEM,MARQUARD,Free State,Regional,R,NULL,BFN,RM,LOC,Regional Daily,4
MDL,KIM,UTN,MARYDALE,Northern Cape,Outlying,O,153,PRK,OR,LOC,Outlying Bi-weekly,5
MSU,MSU,MSU,MASERU,NULL,Main,M,NULL,MSU,MM,BLNS,Branch,4
MTL,PZB,PSH,MATATIELE,KwaZulu-Natal,Regional,R,NULL,PZB,RM,LOC,Regional Daily,6
MAT,PTG,PTG,MATAVHELO,Limpopo,Outlying,O,95,THO,OR,LOC,Outlying Adhoc,6
MJN,CPT,CPT,MATJIESFONTEIN,Western Cape,Outlying,O,245,LAI,OR,LOC,Outlying Adhoc,6
MTB,PTA,RTR,MATLABAS,Limpopo,Outlying,O,91,TZB,OR,LOC,Outlying Adhoc,5
MTA,PTG,PTG,MATLALA,Limpopo,Outlying,O,103,PTR,OR,LOC,Outlying Bi-weekly,4
MTV,KIM,KIM,MATOLONG,North West,Outlying,O,45,HWA,OR,LOC,Outlying Adhoc,4
MTG,CPT,CPT,MATROOSBERG,Western Cape,Outlying,O,107,WOR,OR,LOC,Outlying Adhoc,3
MTP,KIM,UTN,MATSAP,Northern Cape,Outlying,O,106,PMG,OR,LOC,Outlying Adhoc,6
MSV,KIM,KIM,MATSHENG,North West,Outlying,O,78,HWA,OR,LOC,Outlying Adhoc,5
MCB,NLP,NLP,MAUCHSBERG,Mpumalanga,Outlying,O,11,SAB,OR,LOC,Outlying Adhoc,2
MUB,GBE,GBE,MAUN,NULL,Outlying,O,494,FRW,OR,BLNS,Outlying Adhoc,10
MAV,PTG,PTG,MAVAMBE,Limpopo,Outlying,O,44,THO,OR,LOC,Outlying Bi-weekly,5
MZA,ELS,ELS,MAZEPPA BAY,Eastern Cape,Outlying,O,128,BWH,OR,LOC,Outlying Adhoc,5
MBE,MBE,MBE,MBABANE,NULL,Main,M,NULL,MBE,MM,BLNS,Branch,4
MBZ,EMG,EMG,MBAZWANA,KwaZulu-Natal,Outlying,O,116,JOZ,OR,LOC,Outlying Bi-weekly,5
EMB,PZB,PSH,MBOTYI,Eastern Cape,Outlying,O,52,LSK,OR,LOC,Outlying Adhoc,6
MCG,CPT,CPT,MCGREGOR,Western Cape,Outlying,O,41,ROR,OR,LOC,Outlying Bi-weekly,5
MEA,JNB,JNB,MEADOWLANDS,Gauteng,Outlying,O,12,RDP,OS,LOC,Outlying Adhoc,2
MDS,BFN,BFN,MEADOWS,Free State,Outlying,O,73,BSB,OR,LOC,Outlying Adhoc,3
MNS,EMG,EMG,MEER-EN-SEE,KwaZulu-Natal,Main (Suburb),S,NULL,EMG,SM,LOC,Branch,2
MLK,PTG,PTG,MELKRIVIER,Limpopo,Outlying,O,172,PTR,OR,LOC,Outlying Adhoc,5
MEH,EMG,EMG,MELMOTH,KwaZulu-Natal,Regional,R,NULL,EMG,RM,LOC,Regional Bi-weekly,3
MLW,GRJ,CDO,MELTONWOLD,Northern Cape,Outlying,O,256,BFU,OR,LOC,Outlying Adhoc,8
MEM,NCS,NCS,MEMEL,Free State,Outlying,O,99,NCS,OM,LOC,Outlying Bi-weekly,2
MBK,DUR,DUR,MEREBANK EAST,KwaZulu-Natal,Main (Suburb),S,NULL,DUR,SM,LOC,Hub,1
MRN,KPR,RTR,MERINDOL,North West,Outlying,O,94,VSD,OR,LOC,Outlying Adhoc,3
MEN,KIM,CDO,MERRIMAN,Northern Cape,Outlying,O,160,DER,OR,LOC,Outlying Adhoc,7
MWV,GRJ,GRJ,MERWEVILLE,Western Cape,Outlying,O,251,BFU,OR,LOC,Outlying Adhoc,6
MSA,KPR,KPR,MESA,North West,Outlying,O,52,VSD,OR,LOC,Outlying Adhoc,2
MKL,CPT,UTN,MESKLIP,Northern Cape,Outlying,O,42,SPU,OR,LOC,Outlying Adhoc,9
MES,PTG,PTG,MESSINA,Limpopo,Regional,R,NULL,PTG,RM,LOC,Regional Daily,6
MTN,VDB,JNB,MEYERTON,Gauteng,Main (Suburb),S,NULL,VDB,SM,LOC,Branch,3
MGW,ELS,ELS,MGWALI,Eastern Cape,Outlying,O,111,BIS,OR,LOC,Outlying Adhoc,4
MME,MBE,MBE,MHLUME,NULL,Outlying,O,180,MBE,OM,BLNS,Outlying Adhoc,10
MIC,NLP,NLP,MICA,Limpopo,Outlying,O,57,HDT,OR,LOC,Outlying Adhoc,5
MGK,BFN,CDO,MIDDELBURG (EC),Eastern Cape,Outlying,O,198,CDO,OR,LOC,Outlying Bi-weekly,4
MDR,WIR,WIR,MIDDELBURG (MP),Mpumalanga,Regional,R,NULL,WIR,RM,LOC,Regional Daily,1
MDT,ELS,ELS,MIDDELDRIFT,Eastern Cape,Outlying,O,77,KWT,OR,LOC,Outlying Bi-weekly,4
MDP,CPT,CPT,MIDDELPOS,Northern Cape,Outlying,O,415,CWM,OR,LOC,Outlying Adhoc,8
MDW,PTA,RTR,MIDDELWIT,Limpopo,Outlying,O,53,NRR,OR,LOC,Outlying Adhoc,4
MDF,PTG,JNB,MIDDLEFONTEIN,Limpopo,Outlying,O,28,NSR,OR,LOC,Outlying Adhoc,5
MID,JNB,JNB,MIDRAND,Gauteng,Main (Suburb),S,NULL,JNB,SM,LOC,Hub,1
MGX,KPR,KPR,MIGDOL,North West,Outlying,O,54,DLV,OR,LOC,Outlying Bi-weekly,4
MLR,PLZ,GRJ,MILLER,Eastern Cape,Outlying,O,262,GRT,OR,LOC,Outlying Adhoc,6
MLV,PTA,RTR,MILLVALE,North West,Outlying,O,78,RTR,OR,LOC,Outlying Adhoc,2
MIR,KPR,KPR,MIRAGE,Free State,Outlying,O,38,BHV,OR,LOC,Outlying Adhoc,2
